QR code,ent,name,FPhilm,Trial,test,plot,geometry,FP2,Ht,Pod,Mat,Lod,Yld,oil ,protein,notes,rep,loc,locc,rng,row,run,field,Sds/env,,source,,,parents,trait,0,2.5.7,geno,"1,2,3",Reg tests,Variety,
2431BGDF914,48,LD22-3013008,PLtgr,2431B,2431BGDF,914,"POLYGON ((8 21.000000000000004, 9 21.000000000000004, 9 22.000000000000004, 8 22.000000000000004, 8 21.000000000000004))",,,,922,1,63.5,20.8,33.5,,1,Goodfield,GDF,,,,,800,,23HOLL3A-24,,,LD18-6596  x  LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,48
2431BGDF915,41,LD22-9762,WGbf,2431B,2431BGDF,915,"POLYGON ((9 20.000000000000004, 10 20.000000000000004, 10 21.000000000000004, 9 21.000000000000004, 9 20.000000000000004))",,,,924,1,68.6,20.1,35.8,,1,Goodfield,GDF,,,,,800,,23GS04-23,,,LD15-456 x U14-925152,Rhg1a+Rhg4 437654,,,RRSS,SS,,,41
2431BGDF916,6,LD18-12776,MLtbl,2431B,2431BGDF,916,"POLYGON ((10 20.000000000000004, 11 20.000000000000004, 11 21.000000000000004, 10 21.000000000000004, 10 20.000000000000004))",,,,926,1,66.6,20.2,34.8,,1,Goodfield,GDF,,,,,800,,2331B-6,23 INC Demo,,LDXGL15-008-1  x  LD12-3903,"HOLL,SCN",?xR,na,RSS,SSH,24 MSMC,21PR INC,6
2431BGDF917,25,LD22-5785,PTbl,2431B,2431BGDF,917,"POLYGON ((11 20.000000000000004, 12 20.000000000000004, 12 21.000000000000004, 11 21.000000000000004, 11 20.000000000000004))",,,,926,2,69.3,19.3,36.5,,1,Goodfield,GDF,,,,,800,,2355B-48,,,LD15-1628 x LD15-5782791,Rhg1 88788,,,RSSS,SS,,,25
2431BGDF918,10,LD21-2156,PLtbl,2431B,2431BGDF,918,"POLYGON ((12 20.000000000000004, 13 20.000000000000004, 13 21.000000000000004, 12 21.000000000000004, 12 20.000000000000004))",,,,926,2,71.5,19.5,33.2,,1,Goodfield,GDF,,,,,800,,2331B-15,,,LD15-5776793 x LD14-3702,,,,SSSS,SS,24 PT 3,,10
2431BGDF919,5,LD18-1767,PLtbl,2431B,2431BGDF,919,"POLYGON ((13 20.000000000000004, 14 20.000000000000004, 14 21.000000000000004, 13 21.000000000000004, 13 20.000000000000004))",,,,924,3,68.3,19.5,34.6,,1,Goodfield,GDF,,,,,800,,2331B-5,23 INC Demo,,LD10-10226 x LD10-9168,SCN,8,30,RSS,SSS,,Illini 3367N,5
2431BGDF920,43,LD22-10077,PGy/bf,2431B,2431BGDF,920,"POLYGON ((14 20.000000000000004, 15 20.000000000000004, 15 21.000000000000004, 14 21.000000000000004, 14 20.000000000000004))",,,,924,3,66.3,20.1,31.8,,1,Goodfield,GDF,,,,,800,,23GS05-9,,,G165874 x 20506078GDM,Rhg1 88788,,,RSSS,SS,,,43
2431BGDF921,19,LD22-4309,PGibl,2431B,2431BGDF,921,"POLYGON ((15 20.000000000000004, 16 20.000000000000004, 16 21.000000000000004, 15 21.000000000000004, 15 20.000000000000004))",,,,924,2.5,69.5,19.4,35.3,,1,Goodfield,GDF,,,,,800,,2354A-45,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,,,19
2431BGDF922,20,LD22-4389,PTLbl,2431B,2431BGDF,922,"POLYGON ((9 21.000000000000004, 10 21.000000000000004, 10 22.000000000000004, 9 22.000000000000004, 9 21.000000000000004))",,,,922,1,66.8,20.5,35,,1,Goodfield,GDF,,,,,800,,2383A-5,,,LD18-14361 x LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,20
2431BGDF923,24,LD22-5306,PLtgr,2431B,2431BGDF,923,"POLYGON ((10 21.000000000000004, 11 21.000000000000004, 11 22.000000000000004, 10 22.000000000000004, 10 21.000000000000004))",,,,924,1,63.5,19.2,36.2,,1,Goodfield,GDF,,,,,800,,2381A-13,,,LD18-12779 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,24
2431BGDF924,29,LD22-6815,PMibl/bl,2431B,2431BGDF,924,"POLYGON ((11 21.000000000000004, 12 21.000000000000004, 12 22.000000000000004, 11 22.000000000000004, 11 21.000000000000004))",,,,922,2,66.1,19.6,35,,1,Goodfield,GDF,,,,,800,,23GS07-25,,,LD18-14554 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,29
2431BGDF925,27,LD22-6634,MLtbl,2431B,2431BGDF,925,"POLYGON ((12 21.000000000000004, 13 21.000000000000004, 13 22.000000000000004, 12 22.000000000000004, 12 21.000000000000004))",,,,924,1,64.4,20,34.7,,1,Goodfield,GDF,,,,,800,,23GS07-12,,,LD18-12776 x LD12-459 HOLL (502-529),"HOLL, Rhg1 88788",,,RSSS,SS,,,27
2431BGDF926,2,LG 3101,PLty,2431B,2431BGDF,926,"POLYGON ((13 21.000000000000004, 14 21.000000000000004, 14 22.000000000000004, 13 22.000000000000004, 13 21.000000000000004))",,,,926,1,75.1,19.5,35.6,,1,Goodfield,GDF,,,,,800,,2331B-2,,,,,,,,,,,2
2431BGDF927,32,LD22-7153,WLtbl,2431B,2431BGDF,927,"POLYGON ((14 21.000000000000004, 15 21.000000000000004, 15 22.000000000000004, 14 22.000000000000004, 14 21.000000000000004))",,,,924,1.5,65.4,19.6,36.1,,1,Goodfield,GDF,,,,,800,,2382A-38,,,LD18-14361 x LD18-12776,"HOLL, Rhg1 88788",,,RSSS,SS,,,32
2431BGDF928,1,LD11-2170,PLtbr,2431B,2431BGDF,928,"POLYGON ((15 21.000000000000004, 16 21.000000000000004, 16 22.000000000000004, 15 22.000000000000004, 15 21.000000000000004))",,,,924,2,67.7,20.1,34.6,,1,Goodfield,GDF,,,,,800,,2331B-1,23 INC,,Syngenta 03JR313108 x LD05-3171 ,SCN HR,27,80,,,"24 SU, UT III",Illini 3025N,1
2431BGDF929,14,LD21-7953,PLtbl,2431B,2431BGDF,929,"POLYGON ((2 22.000000000000004, 3 22.000000000000004, 3 23.000000000000004, 2 23.000000000000004, 2 22.000000000000004))",,,,920,1,63.9,20.5,34.3,,1,Goodfield,GDF,,,,,800,,2331B-31,,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD11-2170 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 3TM, MSMC",,14
2431BGDF930,8,LD20-11552,PLtbr/bl,2431B,2431BGDF,930,"POLYGON ((3 22.000000000000004, 4 22.000000000000004, 4 23.000000000000004, 3 23.000000000000004, 3 22.000000000000004))",,,,924,1,69.7,20,34.2,,1,Goodfield,GDF,,,,,800,,2331B-9,23 INC Demo,,LD12-3903 x LD11-2170,Rhg1 88788,9,na,RSSSS,,24 SU 3,Illini 3207N,8
2431BGDF931,35,LD22-7708,PLtbr,2431B,2431BGDF,931,"POLYGON ((4 22.000000000000004, 5 22.000000000000004, 5 23.000000000000004, 4 23.000000000000004, 4 22.000000000000004))",,,,924,1,68.3,20.2,35,,1,Goodfield,GDF,,,,,800,,2383A-37,,,LD18-12779 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,35
2431BGDF932,26,LD22-6145,MMibl/bf/bl/br,2431B,2431BGDF,932,"POLYGON ((5 22.000000000000004, 6 22.000000000000004, 6 23.000000000000004, 5 23.000000000000004, 5 22.000000000000004))",,,,920,1,67.7,19.1,35.5,,1,Goodfield,GDF,,,,,800,,23GS10-7,,,S13-2743C x LD11-2170,Rhg1 88788,,,RSSS,SS,,,26
2431BGDF933,33,LD22-7508,WLtbr,2431B,2431BGDF,933,"POLYGON ((6 22.000000000000004, 7 22.000000000000004, 7 23.000000000000004, 6 23.000000000000004, 6 22.000000000000004))",,,,926,1,63.8,19.8,36,,1,Goodfield,GDF,,,,,800,,2382B-26,,,LD18-14361 x 2170 HOLL (201-248),"HOLL Rs2, Rhg1 88788",,,RSSS,SS,,,33
2431BGDF934,3,U14-910097,PGbf,2431B,2431BGDF,934,"POLYGON ((7 22.000000000000004, 8 22.000000000000004, 8 23.000000000000004, 7 23.000000000000004, 7 22.000000000000004))",,,,922,2.5,73.3,21,34.1,,1,Goodfield,GDF,,,,,800,,2331B-3,23 INC,,U09-105007 x LD07-3419,"SCN HR,HR",2,2,,,,,3
2431BGDF935,22,LD22-4951,PLtbr,2431B,2431BGDF,935,"POLYGON ((8 22.000000000000004, 9 22.000000000000004, 9 23.000000000000004, 8 23.000000000000004, 8 22.000000000000004))",,,,926,1,67.1,20.3,34.4,,1,Goodfield,GDF,,,,,800,,2353A-49,,,U15-606207 x LD11-2170,Rhg1a+Rhg4 437654,,,RRSS,SS,,,22
2431BGDF936,31,LD22-7018,PTbl/br,2431B,2431BGDF,936,"POLYGON ((2 23.000000000000004, 3 23.000000000000004, 3 24.000000000000004, 2 24.000000000000004, 2 23.000000000000004))",,,,924,2,61.8,20.6,35.3,,1,Goodfield,GDF,,,,,800,,2382B-18,,,LD18-14361 x LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,31
2431BGDF937,4,LD17-8668,PGy,2431B,2431BGDF,937,"POLYGON ((3 23.000000000000004, 4 23.000000000000004, 4 24.000000000000004, 3 24.000000000000004, 3 23.000000000000004))",,,,924,1,60.9,18.6,37.5,,1,Goodfield,GDF,,,,,800,,2331B-4,23 INC Demo,,E11128T x U09-105007,SCN,43,71,RSH,SSS,,Illini 3312NY,4
2431BGDF938,13,LD21-7234,PLtbl,2431B,2431BGDF,938,"POLYGON ((4 23.000000000000004, 5 23.000000000000004, 5 24.000000000000004, 4 24.000000000000004, 4 23.000000000000004))",,,,924,1,71.6,19.9,34.7,,1,Goodfield,GDF,,,,,800,,2331B-28,,,LD15-456 x LD15-8459,"Rhg1 88788, soja",,,RSRS,SS,24 PT 3,,13
2431BGDF939,40,LD22-9573,PGibl,2431B,2431BGDF,939,"POLYGON ((5 23.000000000000004, 6 23.000000000000004, 6 24.000000000000004, 5 24.000000000000004, 5 23.000000000000004))",,,,926,1.5,68.3,19.1,35.2,,1,Goodfield,GDF,,,,,800,,23GS05-6,,,U14-925152 x LD16-2794,Rhg1a+Rhg4 437654,,,RRSS,SS,,,40
2431BGDF940,38,LD22-8352,PLtbr,2431B,2431BGDF,940,"POLYGON ((6 23.000000000000004, 7 23.000000000000004, 7 24.000000000000004, 6 24.000000000000004, 6 23.000000000000004))",,,,924,1,65.7,20.2,35.4,,1,Goodfield,GDF,,,,,800,,2382B-39,,,LD18-12779 x 2170 HOLL (201-248),"HOLL, Rhg1 88788",,,RSSS,SS,,,38
2431BGDF941,18,LD22-4289,PGibl,2431B,2431BGDF,941,"POLYGON ((7 23.000000000000004, 8 23.000000000000004, 8 24.000000000000004, 7 24.000000000000004, 7 23.000000000000004))",,,,928,2,69.7,19.4,35.9,,1,Goodfield,GDF,,,,,800,,2353A-30,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,,,18
2431BGDF942,37,LD22-8057,PTbl,2431B,2431BGDF,942,"POLYGON ((8 23.000000000000004, 9 23.000000000000004, 9 24.000000000000004, 8 24.000000000000004, 8 23.000000000000004))",,,,926,1,67.7,19.4,35.1,,1,Goodfield,GDF,,,,,800,,2383B-30,,,2170 HOLL (532-560) x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,37
2431BGDF943,42,LD22-9902,PTbr,2431B,2431BGDF,943,"POLYGON ((9 22.000000000000004, 10 22.000000000000004, 10 23.000000000000004, 9 23.000000000000004, 9 22.000000000000004))",,,,926,1,75.7,20.7,33.7,,1,Goodfield,GDF,,,,,800,,23GS04-32,,,LD11-2170 x LD15-8459,"Rhg1 88788, SCN soja",,,RSRR,SS,,,42
2431BGDF944,39,LD22-9514,PGy,2431B,2431BGDF,944,"POLYGON ((10 22.000000000000004, 11 22.000000000000004, 11 23.000000000000004, 10 23.000000000000004, 10 22.000000000000004))",,,,924,1.5,69.4,19.8,33.1,,1,Goodfield,GDF,,,,,800,,23GS06-37,,,G165874 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,39
2431BGDF945,17,LD22-2604,PLtbr,2431B,2431BGDF,945,"POLYGON ((11 22.000000000000004, 12 22.000000000000004, 12 23.000000000000004, 11 23.000000000000004, 11 22.000000000000004))",,,,926,1,73.6,18.8,36.7,,1,Goodfield,GDF,,,,,800,,2355B-35,,,LD15-1628 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,17
2431BGDF946,28,LD22-6812,MLtbl,2431B,2431BGDF,946,"POLYGON ((12 22.000000000000004, 13 22.000000000000004, 13 23.000000000000004, 12 23.000000000000004, 12 22.000000000000004))",,,,928,2.5,66.8,19.3,35.5,,1,Goodfield,GDF,,,,,800,,23GS07-23,,,LD18-14554 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,28
2431BGDF947,30,LD22-6833,PGibl,2431B,2431BGDF,947,"POLYGON ((13 22.000000000000004, 14 22.000000000000004, 14 23.000000000000004, 13 23.000000000000004, 13 22.000000000000004))",,,,924,1,70.5,20.1,34.4,,1,Goodfield,GDF,,,,,800,,23GS07-34,,,LD18-14554 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,30
2431BGDF948,46,LD22-10787,PLtbl/br,2431B,2431BGDF,948,"POLYGON ((14 22.000000000000004, 15 22.000000000000004, 15 23.000000000000004, 14 23.000000000000004, 14 22.000000000000004))",,,,922,1.5,72.4,20,34.2,,1,Goodfield,GDF,,,,,800,,2354A-59,,,20506078GDM x LD11-2170,Rhg1 88788,,,RSSS,SS,,,46
2431BGDF949,42,LD22-9902,PTbr,2431B,2431BGDF,949,"POLYGON ((15 22.000000000000004, 16 22.000000000000004, 16 23.000000000000004, 15 23.000000000000004, 15 22.000000000000004))",,,,928,2,69.4,20.5,33.7,,2,Goodfield,GDF,,,,,800,,23GS04-32,,,LD11-2170 x LD15-8459,"Rhg1 88788, SCN soja",,,RSRR,SS,,,42
2431BGDF950,38,LD22-8352,PLtbr,2431B,2431BGDF,950,"POLYGON ((9 23.000000000000004, 10 23.000000000000004, 10 24.000000000000004, 9 24.000000000000004, 9 23.000000000000004))",,,,924,1.5,70.7,20.1,35.3,,2,Goodfield,GDF,,,,,800,,2382B-39,,,LD18-12779 x 2170 HOLL (201-248),"HOLL, Rhg1 88788",,,RSSS,SS,,,38
2431BGDF951,21,LD22-4454,WLtbr,2431B,2431BGDF,951,"POLYGON ((10 23.000000000000004, 11 23.000000000000004, 11 24.000000000000004, 10 24.000000000000004, 10 23.000000000000004))",,,,924,1,64.9,19.8,35.2,,2,Goodfield,GDF,,,,,800,,2382A-12,,,LD18-12776 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,21
2431BGDF952,26,LD22-6145,MMibl/bf/bl/br,2431B,2431BGDF,952,"POLYGON ((11 23.000000000000004, 12 23.000000000000004, 12 24.000000000000004, 11 24.000000000000004, 11 23.000000000000004))",,,,924,1,68.8,19.2,35.1,,2,Goodfield,GDF,,,,,800,,23GS10-7,,,S13-2743C x LD11-2170,Rhg1 88788,,,RSSS,SS,,,26
2431BGDF953,22,LD22-4951,PLtbr,2431B,2431BGDF,953,"POLYGON ((12 23.000000000000004, 13 23.000000000000004, 13 24.000000000000004, 12 24.000000000000004, 12 23.000000000000004))",,,,924,1,69.2,20.4,33.7,,2,Goodfield,GDF,,,,,800,,2353A-49,,,U15-606207 x LD11-2170,Rhg1a+Rhg4 437654,,,RRSS,SS,,,22
2431BGDF954,2,LG 3101,PLty,2431B,2431BGDF,954,"POLYGON ((13 23.000000000000004, 14 23.000000000000004, 14 24.000000000000004, 13 24.000000000000004, 13 23.000000000000004))",,,,924,1,73.3,19.7,35.8,,2,Goodfield,GDF,,,,,800,,2331B-2,,,,,,,,,,,2
2431BGDF955,6,LD18-12776,MLtbl,2431B,2431BGDF,955,"POLYGON ((14 23.000000000000004, 15 23.000000000000004, 15 24.000000000000004, 14 24.000000000000004, 14 23.000000000000004))",,,,926,1,64.9,20.5,34.2,,2,Goodfield,GDF,,,,,800,,2331B-6,23 INC Demo,,LDXGL15-008-1  x  LD12-3903,"HOLL,SCN",?xR,na,RSS,SSH,24 MSMC,21PR INC,6
2431BGDF956,10,LD21-2156,PLtbl,2431B,2431BGDF,956,"POLYGON ((15 23.000000000000004, 16 23.000000000000004, 16 24.000000000000004, 15 24.000000000000004, 15 23.000000000000004))",,,,926,1,66.5,19.8,32.7,,2,Goodfield,GDF,,,,,800,,2331B-15,,,LD15-5776793 x LD14-3702,,,,SSSS,SS,24 PT 3,,10
2431BGDF957,20,LD22-4389,PTLbl,2431B,2431BGDF,957,"POLYGON ((2 24.000000000000004, 3 24.000000000000004, 3 25.000000000000004, 2 25.000000000000004, 2 24.000000000000004))",,,,924,1,65.6,20.8,35.1,,2,Goodfield,GDF,,,,,800,,2383A-5,,,LD18-14361 x LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,20
2431BGDF958,31,LD22-7018,PTbl/br,2431B,2431BGDF,958,"POLYGON ((3 24.000000000000004, 4 24.000000000000004, 4 25.000000000000004, 3 25.000000000000004, 3 24.000000000000004))",,,,924,1,64.7,20,36,,2,Goodfield,GDF,,,,,800,,2382B-18,,,LD18-14361 x LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,31
2431BGDF959,29,LD22-6815,PMibl/bl,2431B,2431BGDF,959,"POLYGON ((4 24.000000000000004, 5 24.000000000000004, 5 25.000000000000004, 4 25.000000000000004, 4 24.000000000000004))",,,,924,2,66.8,20.1,34.5,,2,Goodfield,GDF,,,,,800,,23GS07-25,,,LD18-14554 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,29
2431BGDF960,34,LD22-7563,WLtbr,2431B,2431BGDF,960,"POLYGON ((5 24.000000000000004, 6 24.000000000000004, 6 25.000000000000004, 5 25.000000000000004, 5 24.000000000000004))",,,,924,1,66.3,20.7,34.5,,2,Goodfield,GDF,,,,,800,,2382B-30,,,LD18-14361 x 2170 HOLL (201-248),"HOLL, Rhg1 88788",,,RSSS,SS,,,34
2431BGDF961,23,LD22-5037,PGibl,2431B,2431BGDF,961,"POLYGON ((6 24.000000000000004, 7 24.000000000000004, 7 25.000000000000004, 6 25.000000000000004, 6 24.000000000000004))",,,,926,1,67.4,20.9,33.6,,2,Goodfield,GDF,,,,,800,,2355A-52,,,U15-606207 x LD15-5782791,Rhg1a+Rhg4 437654,,,RRSR,SS,,,23
2431BGDF962,28,LD22-6812,MLtbl,2431B,2431BGDF,962,"POLYGON ((7 24.000000000000004, 8 24.000000000000004, 8 25.000000000000004, 7 25.000000000000004, 7 24.000000000000004))",,,,926,3,63.4,19.2,35.5,,2,Goodfield,GDF,,,,,800,,23GS07-23,,,LD18-14554 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,28
2431BGDF963,13,LD21-7234,PLtbl,2431B,2431BGDF,963,"POLYGON ((8 24.000000000000004, 9 24.000000000000004, 9 25.000000000000004, 8 25.000000000000004, 8 24.000000000000004))",,,,924,1,68.9,19.9,34.7,,2,Goodfield,GDF,,,,,800,,2331B-28,,,LD15-456 x LD15-8459,"Rhg1 88788, soja",,,RSRS,SS,24 PT 3,,13
2431BGDF964,40,LD22-9573,PGibl,2431B,2431BGDF,964,"POLYGON ((2 25.000000000000004, 3 25.000000000000004, 3 26.000000000000004, 2 26.000000000000004, 2 25.000000000000004))",,,,928,1.5,72,19.3,35,,2,Goodfield,GDF,,,,,800,,23GS05-6,,,U14-925152 x LD16-2794,Rhg1a+Rhg4 437654,,,RRSS,SS,,,40
2431BGDF965,32,LD22-7153,WLtbl,2431B,2431BGDF,965,"POLYGON ((3 25.000000000000004, 4 25.000000000000004, 4 26.000000000000004, 3 26.000000000000004, 3 25.000000000000004))",,,,926,1,68.4,19.7,36.3,,2,Goodfield,GDF,,,,,800,,2382A-38,,,LD18-14361 x LD18-12776,"HOLL, Rhg1 88788",,,RSSS,SS,,,32
2431BGDF966,46,LD22-10787,PLtbl/br,2431B,2431BGDF,966,"POLYGON ((4 25.000000000000004, 5 25.000000000000004, 5 26.000000000000004, 4 26.000000000000004, 4 25.000000000000004))",,,,924,1.5,75.9,20.2,34.2,,2,Goodfield,GDF,,,,,800,,2354A-59,,,20506078GDM x LD11-2170,Rhg1 88788,,,RSSS,SS,,,46
2431BGDF967,39,LD22-9514,PGy,2431B,2431BGDF,967,"POLYGON ((5 25.000000000000004, 6 25.000000000000004, 6 26.000000000000004, 5 26.000000000000004, 5 25.000000000000004))",,,,924,2,62,19.8,33.8,,2,Goodfield,GDF,,,,,800,,23GS06-37,,,G165874 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,39
2431BGDF968,35,LD22-7708,PLtbr,2431B,2431BGDF,968,"POLYGON ((6 25.000000000000004, 7 25.000000000000004, 7 26.000000000000004, 6 26.000000000000004, 6 25.000000000000004))",,,,924,1,66.8,20.1,35,,2,Goodfield,GDF,,,,,800,,2383A-37,,,LD18-12779 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,35
2431BGDF969,37,LD22-8057,PTbl,2431B,2431BGDF,969,"POLYGON ((7 25.000000000000004, 8 25.000000000000004, 8 26.000000000000004, 7 26.000000000000004, 7 25.000000000000004))",,,,926,2,65.9,19.5,35.1,,2,Goodfield,GDF,,,,,800,,2383B-30,,,2170 HOLL (532-560) x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,37
2431BGDF970,47,LD22-11105,WLtLbl/br,2431B,2431BGDF,970,"POLYGON ((8 25.000000000000004, 9 25.000000000000004, 9 26.000000000000004, 8 26.000000000000004, 8 25.000000000000004))",,,,924,1.5,62.8,19.3,36.5,,2,Goodfield,GDF,,,,,800,,2381A-35,,,LDX20-388-1-5,"HOLL, Rhg1 88788",,,RSSS,SS,,,47
2431BGDF971,4,LD17-8668,PGy,2431B,2431BGDF,971,"POLYGON ((9 24.000000000000004, 10 24.000000000000004, 10 25.000000000000004, 9 25.000000000000004, 9 24.000000000000004))",,,,926,1.5,62.7,18.1,37.8,,2,Goodfield,GDF,,,,,800,,2331B-4,23 INC Demo,,E11128T x U09-105007,SCN,43,71,RSH,SSS,,Illini 3312NY,4
2431BGDF972,48,LD22-3013008,PLtgr,2431B,2431BGDF,972,"POLYGON ((10 24.000000000000004, 11 24.000000000000004, 11 25.000000000000004, 10 25.000000000000004, 10 24.000000000000004))",,,,924,1,66.1,20.6,33.1,,2,Goodfield,GDF,,,,,800,,23HOLL3A-24,,,LD18-6596  x  LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,48
2431BGDF973,8,LD20-11552,PLtbr/bl,2431B,2431BGDF,973,"POLYGON ((11 24.000000000000004, 12 24.000000000000004, 12 25.000000000000004, 11 25.000000000000004, 11 24.000000000000004))",,,,924,1.5,72,19.9,34.3,,2,Goodfield,GDF,,,,,800,,2331B-9,23 INC Demo,,LD12-3903 x LD11-2170,Rhg1 88788,9,na,RSSSS,,24 SU 3,Illini 3207N,8
2431BGDF974,36,LD22-7834,WLtbr,2431B,2431BGDF,974,"POLYGON ((12 24.000000000000004, 13 24.000000000000004, 13 25.000000000000004, 12 25.000000000000004, 12 24.000000000000004))",,,,924,2.5,71.5,20.6,34.5,,2,Goodfield,GDF,,,,,800,,2382A-47,,,LD18-12776 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,36
2431BGDF975,15,LD22-1418,PLtbl,2431B,2431BGDF,975,"POLYGON ((13 24.000000000000004, 14 24.000000000000004, 14 25.000000000000004, 13 25.000000000000004, 13 24.000000000000004))",,,,924,1.5,70.5,19.8,34.7,,2,Goodfield,GDF,,,,,800,,2355A-13,,,LD17-01887 x K16-1229,Rhg1 88788,,,RSSS,SS,,,15
2431BGDF976,11,LD21-3214,PLtbr,2431B,2431BGDF,976,"POLYGON ((14 24.000000000000004, 15 24.000000000000004, 15 25.000000000000004, 14 25.000000000000004, 14 24.000000000000004))",,,,924,1.5,63.1,20.1,35.1,,2,Goodfield,GDF,,,,,800,,2331B-17,,,HOLL 04- 3 x HOLL 11- 6,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 3TM, MSMC",,11
2431BGDF977,14,LD21-7953,PLtbl,2431B,2431BGDF,977,"POLYGON ((15 24.000000000000004, 16 24.000000000000004, 16 25.000000000000004, 15 25.000000000000004, 15 24.000000000000004))",,,,-9,1,64.2,20.1,34.8,,2,Goodfield,GDF,,,,,800,,2331B-31,,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD11-2170 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 3TM, MSMC",,14
2431BGDF978,16,LD22-1639,PLtbl/br,2431B,2431BGDF,978,"POLYGON ((9 25.000000000000004, 10 25.000000000000004, 10 26.000000000000004, 9 26.000000000000004, 9 25.000000000000004))",,,,926,1.5,70.5,19.5,34.1,,2,Goodfield,GDF,,,,,800,,2353A-19,,,"LD16-7669 fair yld, no r1 scn x LD11-2170",Rhg1a+Rhg4 437654,,,RRSS,SS,,,16
2431BGDF979,5,LD18-1767,PLtbl,2431B,2431BGDF,979,"POLYGON ((10 25.000000000000004, 11 25.000000000000004, 11 26.000000000000004, 10 26.000000000000004, 10 25.000000000000004))",,,,924,2,74.1,19.6,34.6,,2,Goodfield,GDF,,,,,800,,2331B-5,23 INC Demo,,LD10-10226 x LD10-9168,SCN,8,30,RSS,SSS,,Illini 3367N,5
2431BGDF980,33,LD22-7508,WLtbr,2431B,2431BGDF,980,"POLYGON ((11 25.000000000000004, 12 25.000000000000004, 12 26.000000000000004, 11 26.000000000000004, 11 25.000000000000004))",,,,926,1,66.1,19.6,35.9,,2,Goodfield,GDF,,,,,800,,2382B-26,,,LD18-14361 x 2170 HOLL (201-248),"HOLL Rs2, Rhg1 88788",,,RSSS,SS,,,33
2431BGDF981,1,LD11-2170,PLtbr,2431B,2431BGDF,981,"POLYGON ((12 25.000000000000004, 13 25.000000000000004, 13 26.000000000000004, 12 26.000000000000004, 12 25.000000000000004))",,,,924,2,70.7,20.2,34.6,,2,Goodfield,GDF,,,,,800,,2331B-1,23 INC,,Syngenta 03JR313108 x LD05-3171 ,SCN HR,27,80,,,"24 SU, UT III",Illini 3025N,1
2431BGDF982,18,LD22-4289,PGibl,2431B,2431BGDF,982,"POLYGON ((13 25.000000000000004, 14 25.000000000000004, 14 26.000000000000004, 13 26.000000000000004, 13 25.000000000000004))",,,,928,3,65.1,18.7,36.3,,2,Goodfield,GDF,,,,,800,,2353A-30,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,,,18
2431BGDF983,30,LD22-6833,PGibl,2431B,2431BGDF,983,"POLYGON ((14 25.000000000000004, 15 25.000000000000004, 15 26.000000000000004, 14 26.000000000000004, 14 25.000000000000004))",,,,924,1.5,67.7,20.2,34.3,,2,Goodfield,GDF,,,,,800,,23GS07-34,,,LD18-14554 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,30
2431BGDF984,25,LD22-5785,PTbl,2431B,2431BGDF,984,"POLYGON ((15 25.000000000000004, 16 25.000000000000004, 16 26.000000000000004, 15 26.000000000000004, 15 25.000000000000004))",,,,926,1,71.8,19.6,36,,2,Goodfield,GDF,,,,,800,,2355B-48,,,LD15-1628 x LD15-5782791,Rhg1 88788,,,RSSS,SS,,,25
