QR code,ent,name,FPhilm,Trial,test,plot,geometry,FP2,Ht,Pod,Mat,Lod,Yld,oil ,protein,notes,rep,loc,locc,rng,row,run,field,Sds/env,,source,,,parents,trait,0,2.5.7,geno,"1,2,3",Reg tests,Variety,
2431CPY885,37,LD22-8063,MLtbl,2431C,2431CPY,885,"POLYGON ((2 21, 3 21, 3 22, 2 22, 2 21))",,,,-9,1,-9,-9,-9,poor stand,2,Perry,PY,,,,,800,,2383B-31,,,2170 HOLL (532-560) x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,37
2431CPY886,42,LD22-9770,PLtbl,2431C,2431CPY,886,"POLYGON ((3 21, 4 21, 4 22, 3 22, 3 21))",,,,-9,1,46.7,21.9,34.2,,2,Perry,PY,,,,,800,,23GS04-25,,,LD15-456 x U14-925152,Rhg1a+Rhg4 437654,,,RRSS,SS,,,42
2431CPY887,3,LD17-10157,PGibl,2431C,2431CPY,887,"POLYGON ((4 21, 5 21, 5 22, 4 22, 4 21))",,,,-9,1,50.1,21.7,33.3,,2,Perry,PY,,,,,800,,2331C-3,23 INC Demo,,LD11-7311 x LG09-7163,SCN,21,78,RSS,SSS,none,Illini 3602n,3
2431CPY888,25,LD22-4315,PGbf,2431C,2431CPY,888,"POLYGON ((5 21, 6 21, 6 22, 5 22, 5 21))",,,,-9,1,50,21.3,33,,2,Perry,PY,,,,,800,,2354A-46,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,,,25
2431CPY889,8,LD20-11665,PLtbr,2431C,2431CPY,889,"POLYGON ((6 21, 7 21, 7 22, 6 22, 6 21))",,,,-9,1,57.8,22.6,32.8,,2,Perry,PY,,,,,800,,2331C-15,23 INC,,LD12-3903 x LD11-2170,Rhg1 88788,,,RSSSS,,24 UT 3,,8
2431CPY890,22,LD22-1837,PLtbr,2431C,2431CPY,890,"POLYGON ((7 21, 8 21, 8 22, 7 22, 7 21))",,,,-9,1,43,21.9,33.7,poor stand,2,Perry,PY,,,,,800,,2355B-23,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,22
2431CPY891,23,LD22-1856,PLtbl,2431C,2431CPY,891,"POLYGON ((8 21, 9 21, 9 22, 8 22, 8 21))",,,,-9,1,53.9,22.3,32.7,,2,Perry,PY,,,,,800,,2356A-27,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,23
2431CPY892,47,LD22-10499,PMbl/ibl,2431C,2431CPY,892,"POLYGON ((9 21, 10 21, 10 22, 9 22, 9 21))",,,,-9,1,60.6,20.5,34.4,poor stand,2,Perry,PY,,,,,800,,2357B-42,,,LD15-1628 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,47
2431CPY893,6,LD20-1791,PLtbr,2431C,2431CPY,893,"POLYGON ((10 21, 11 21, 11 22, 10 22, 10 21))",,,,-9,1,30.1,22.3,32.4,poor stand,2,Perry,PY,,,,,800,,2331C-7,23 INC,,LD11-2170 x LD12-3903,Rhg1 88788,,,RSSSS,,24 UT 3,,6
2431CPY894,33,LD22-6617,MMbl,2431C,2431CPY,894,"POLYGON ((11 21, 12 21, 12 22, 11 22, 11 21))",,,,-9,2,48.9,21.8,33.6,poor stand,2,Perry,PY,,,,,800,,23GS07-8,,,LD18-12776 x LD12-459 HOLL (502-529),"HOLL, Rhg1 88788",,,RSSS,SS,,,33
2431CPY895,40,LD22-9391,PTy/br,2431C,2431CPY,895,"POLYGON ((12 21, 13 21, 13 22, 12 22, 12 21))",,,,-9,1,61.9,22.4,31.3,,2,Perry,PY,,,,,800,,23GS03-27,,,G165874 x LD15-5782791,Rhg1 88788,,,RSSS,SS,,,40
2431CPY896,48,LD22-10582,PGibl,2431C,2431CPY,896,"POLYGON ((13 21, 14 21, 14 22, 13 22, 13 21))",,,,-9,1,39,22.4,32.3,,2,Perry,PY,,,,,800,,2357A-52,,,LD15-1628 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,48
2431DSTP801,14,LD21-7458,PLtbl,2431D,2431DSTP,801,"POLYGON ((2 14, 3 14, 3 15, 2 15, 2 14))",,,,-9,2.5,74.5,20.3,35,,1,St. Peter,STP,,,,,800,,2331D-32,,,LD15-3818 x LD16-7669,"low r1 res, rhg1+4 437654",,,RRSS,SS,24 SP 3,,14
2431DSTP802,21,LD22-4260,PGibl,2431D,2431DSTP,802,"POLYGON ((3 14, 4 14, 4 15, 3 15, 3 14))",,,,-9,3.5,-9,-9,-9,,1,St. Peter,STP,,,,,800,,2356A-43,,,U14-925152 x LD15-1628,Rhg1 88788,,,RSSS,SS,,,21
2431DSTP803,5,LD18-7628,WLtbr,2431D,2431DSTP,803,"POLYGON ((4 14, 5 14, 5 15, 4 15, 4 14))",,,,-9,3.5,65,20.7,34.2,,1,St. Peter,STP,,,,,800,,2331D-5,23 INC Demo,,LG11-6208 x LD11-2170,SCN,19,84.45405372,RSS,SSR,,Illini 3773N,5
2431DSTP804,38,LD23-20801-1,PLtbl,2431D,2431DSTP,804,"POLYGON ((5 14, 6 14, 6 15, 5 15, 5 14))",,,,-9,1.5,60.8,20.8,34.5,,1,St. Peter,STP,,,,,800,,2362-12,,,21FieldPop240-1  x  LDX21-243-5,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,24 PT 3TM,,38
2431DSTP805,42,LD23-21016-1,PLtbl,2431D,2431DSTP,805,"POLYGON ((2 15, 3 15, 3 16, 2 16, 2 15))",,,,-9,1.5,67.8,20.4,35.3,,1,St. Peter,STP,,,,,800,,2362-26,,,21FieldPop258-1  x  LDX21-242-2,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,42
2431DSTP806,24,LD22-5546,WLtbl,2431D,2431DSTP,806,"POLYGON ((3 15, 4 15, 4 16, 3 16, 3 15))",,,,-9,2.5,-9,-9,-9,,1,St. Peter,STP,,,,,800,,2357A-37,,,LD15-456 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,24
2431DSTP807,7,LD20-11526,PLtLbl,2431D,2431DSTP,807,"POLYGON ((4 15, 5 15, 5 16, 4 16, 4 15))",,,,-9,2.5,70.7,21.1,33.9,,1,St. Peter,STP,,,,,800,,2331D-10,23 INC Demo,,LD12-3903 x LD11-2170,Rhg1 88788,10.25805418,,RSSSS,,"24 SU,UT 3",Illini 3571N,7
2431DSTP808,39,LD23-20801-5,PLtbl,2431D,2431DSTP,808,"POLYGON ((5 15, 6 15, 6 16, 5 16, 5 15))",,,,-9,2,63.9,20.2,34.9,,1,St. Peter,STP,,,,,800,,2362-16,,,21FieldPop240-1  x  LDX21-243-5,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,39
2431DSTP809,17,LD22-1697,PLtbl,2431D,2431DSTP,809,"POLYGON ((2 16, 3 16, 3 17, 2 17, 2 16))",,,,-9,2.5,65.5,20.9,34.1,,1,St. Peter,STP,,,,,800,,2356B-15,,,"LD16-7669 fair yld, no r1 scn x LD15-5776793",Rhg1a 437654,,,RSSS,SS,,,17
2431DSTP810,12,LD21-3598,PLtbl,2431D,2431DSTP,810,"POLYGON ((3 16, 4 16, 4 17, 3 17, 3 16))",,,,-9,1,52.8,20.1,33.5,,1,St. Peter,STP,,,,,800,,2331D-22,,,LD15-5776793 x LDX18-256-2-2,"HOLL, Rhg1 88788",,,RSSS,SS,24 MSMC,,12
2431DSTP811,33,LD22-10193,PGbf,2431D,2431DSTP,811,"POLYGON ((4 16, 5 16, 5 17, 4 17, 4 16))",,,,-9,2.5,70.8,20.1,35,,1,St. Peter,STP,,,,,800,,23GS04-38,,,U14-910097 x LD15-3818,Rhg1a+Rhg4 437654,,,RR.S,SS,,,33
2431DSTP812,30,LD22-6696,PGibl,2431D,2431DSTP,812,"POLYGON ((5 16, 6 16, 6 17, 5 17, 5 16))",,,,-9,2,63.7,20.5,35.3,,1,St. Peter,STP,,,,,800,,23GS08-37,,,LD18-14554 x LD18-12663,"HOLL, Rhg1 88788",,,RSSS,SS,,,30
2431DSTP813,37,LD23-20706-5,PLtbl,2431D,2431DSTP,813,"POLYGON ((6 14, 7 14, 7 15, 6 15, 6 14))",,,,-9,2.5,56.9,20.7,35,,1,St. Peter,STP,,,,,800,,2362-11,,,21FieldPop237-1  x  LDX21-244-1,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,24 PT 3TM,,37
2431DSTP814,41,LD23-21014-5,PLtbl,2431D,2431DSTP,814,"POLYGON ((7 14, 8 14, 8 15, 7 15, 7 14))",,,,-9,1,57.9,20.7,35.1,,1,St. Peter,STP,,,,,800,,2362-25,,,21FieldPop258-1  x  LDX21-242-2,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,41
2431DSTP815,18,LD22-1840,PLtbl,2431D,2431DSTP,815,"POLYGON ((8 14, 9 14, 9 15, 8 15, 8 14))",,,,-9,2,56.9,21.2,35.1,,1,St. Peter,STP,,,,,800,,2356B-17,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,18
2431DSTP816,9,LD21-1222,PMbl/ibl,2431D,2431DSTP,816,"POLYGON ((9 14, 10 14, 10 15, 9 15, 9 14))",,,,-9,1,63.4,20.7,32.1,,1,St. Peter,STP,,,,,800,,2331D-13,,,LD12-459 x LD14-1429,Rhg1 88788,,,RSSS,SS,24 PT 3,,9
2431DSTP817,20,LD22-2573,PLtbr,2431D,2431DSTP,817,"POLYGON ((6 15, 7 15, 7 16, 6 16, 6 15))",,,,-9,3,59.7,20.6,35.1,,1,St. Peter,STP,,,,,800,,2357A-14,,,LD15-1628 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,20
2431DSTP818,36,LD22-3012203,PTbl,2431D,2431DSTP,818,"POLYGON ((7 15, 8 15, 8 16, 7 16, 7 15))",,,,-9,3,46.8,19.4,35.8,,1,St. Peter,STP,,,,,800,,23HOLL3B-15,,,LD19-12986T  x  LD15-3818,"HOLL, Rhg1 88788",,,RSSS,SS,,,36
2431DSTP819,1,LD11-2170,PLtbr,2431D,2431DSTP,819,"POLYGON ((8 15, 9 15, 9 16, 8 16, 8 15))",,,,-9,1.5,53.5,21.3,35.2,,1,St. Peter,STP,,,,,800,,2331D-1,23 INC,,Syngenta 03JR313108 x LD05-3171 ,SCN HR,27,80,,,"24 SU, UT III",Illini 3025N,1
2431DSTP820,28,LD22-6429,PLtbl,2431D,2431DSTP,820,"POLYGON ((9 15, 10 15, 10 16, 9 16, 9 15))",,,,-9,1.5,60.5,21.2,34,,1,St. Peter,STP,,,,,800,,23GS10-32,,,20506067GDM x LD15-5782791,0,,,SSSS,SS,,,28
2431DSTP821,34,LD22-10442,PTbl,2431D,2431DSTP,821,"POLYGON ((6 16, 7 16, 7 17, 6 17, 6 16))",,,,-9,2.5,61.3,20.9,34.9,,1,St. Peter,STP,,,,,800,,2357B-39,,,LD15-1628 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,34
2431DSTP822,19,LD22-2131,PLtbl/br,2431D,2431DSTP,822,"POLYGON ((7 16, 8 16, 8 17, 7 17, 7 16))",,,,-9,1.5,69.6,20.2,34.8,,1,St. Peter,STP,,,,,800,,2356B-19,,,U15-606207 x LD15-3818,Rhg1a 437654,,,RSSS,SS,,,19
2431DSTP823,3,LD07-3395bf,WGbf,2431D,2431DSTP,823,"POLYGON ((8 16, 9 16, 9 17, 8 17, 8 16))",,,,-9,2,69.6,21.6,32.9,,1,St. Peter,STP,,,,,800,,2331D-3,23 INC,,WW115926 x LD00-2817,"SCN HR,HR",17,12,,,"24 SU, UT III, IV",Illini 3849N,3
2431DSTP824,15,LD21-9127,PLtbl,2431D,2431DSTP,824,"POLYGON ((9 16, 10 16, 10 17, 9 17, 9 16))",,,,-9,2,55.2,21,35.5,,1,St. Peter,STP,,,,,800,,2331D-34,,,LD16-10159(LD10-10198 x KB13-15F314-224) x K15-1310 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-3818,"HOLL, Rhg1 88788",,,RSSS,SS,24 MSMC,,15
2431DSTP825,32,LD22-6920,PMbr/bf,2431D,2431DSTP,825,"POLYGON ((10 14, 11 14, 11 15, 10 15, 10 14))",,,,-9,1,60.3,19.7,36.6,,1,St. Peter,STP,,,,,800,,23GS06-30,,,LD18-12663 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,32
2431DSTP826,16,LD22-1569,WLtbr,2431D,2431DSTP,826,"POLYGON ((11 14, 12 14, 12 15, 11 15, 11 14))",,,,-9,3,69.8,19.8,35.5,,1,St. Peter,STP,,,,,800,,2356B-13,,,LD15-456 x LD15-1628,Rhg1 88788,,,RSSS,SS,,,16
2431DSTP827,35,LD22-10975,PLtbl,2431D,2431DSTP,827,"POLYGON ((12 14, 13 14, 13 15, 12 15, 12 14))",,,,-9,1.5,64.8,20.9,34.9,,1,St. Peter,STP,,,,,800,,2358A-55,,,LD15-5776793 x LD15-8459,"Rhg1 88788, SCN soja",,,RSRR,SS,,,35
2431DSTP828,11,LD21-3593,PLtgr,2431D,2431DSTP,828,"POLYGON ((13 14, 14 14, 14 15, 13 15, 13 14))",,,,-9,2,52.3,20.4,34,,1,St. Peter,STP,,,,,800,,2331D-21,,,LD15-5776793 x LDX18-256-2-2,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 3TM, MSMC",,11
2431DSTP829,27,LD22-6113,PLtbl,2431D,2431DSTP,829,"POLYGON ((10 15, 11 15, 11 16, 10 16, 10 15))",,,,-9,2.5,68.2,20.2,34.4,,1,St. Peter,STP,,,,,800,,23GS09-6,,,LD15-3818 x LD15-5776793,Rhg1 88788,,,RSSS,SS,,,27
2431DSTP830,40,LD23-20901-1,PLtbl,2431D,2431DSTP,830,"POLYGON ((11 15, 12 15, 12 16, 11 16, 11 15))",,,,-9,1.5,61,21,35.1,,1,St. Peter,STP,,,,,800,,2362-17,,,21FieldPop258-1  x  LDX21-242-2,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,40
2431DSTP831,31,LD22-6895,PGbf,2431D,2431DSTP,831,"POLYGON ((12 15, 13 15, 13 16, 12 16, 12 15))",,,,-9,2.5,59.5,20.5,34.2,,1,St. Peter,STP,,,,,800,,23GS06-15,,,LD18-12663 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,31
2431DSTP832,29,LD22-6492,WLtbl,2431D,2431DSTP,832,"POLYGON ((13 15, 14 15, 14 16, 13 16, 13 15))",,,,-9,3,60.1,20.1,36.2,,1,St. Peter,STP,,,,,800,,23GS09-19,,,LD18-14361 x LD18-14216,"HOLL, Rhg1 88788",,,RSSS,SS,,,29
2431DSTP833,8,LD20-12214,PLtbl,2431D,2431DSTP,833,"POLYGON ((10 16, 11 16, 11 17, 10 17, 10 16))",,,,-9,1.5,53.9,20.6,35.2,,1,St. Peter,STP,,,,,800,,2331D-11,23 INC Demo,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-3818,"HOLL, Rhg1 88788",9.296361596,,RSSSS,,"24 UT 3TM, MSMC",23PR INC,8
2431DSTP834,10,LD21-3090,PLtbl,2431D,2431DSTP,834,"POLYGON ((11 16, 12 16, 12 17, 11 17, 11 16))",,,,-9,2.5,68.1,20.1,35.4,,1,St. Peter,STP,,,,,800,,2331D-19,,,LD15-3818 x LD16-7669,"low r1 res, rhg1+4 437654",,,RRSS,SS,24 SP 3,,10
2431DSTP835,6,LD19-12315,PGbf,2431D,2431DSTP,835,"POLYGON ((12 16, 13 16, 13 17, 12 17, 12 16))",,,,-9,2,54.6,21.3,34.3,,1,St. Peter,STP,,,,,800,,2331D-7,23 INC Demo,,LD12-459 x (LD16-10099 x LD11-2170),"HOLL,SCN",11.38002885,,RSSS,SSS,none,23PR INC,6
2431DSTP836,26,LD22-6015,PLtbl,2431D,2431DSTP,836,"POLYGON ((13 16, 14 16, 14 17, 13 17, 13 16))",,,,-9,2.5,65,20.6,34.5,,1,St. Peter,STP,,,,,800,,2356B-57,,,LD15-3818 x LD15-5776793,Rhg1 88788,,,RSSS,SS,,,26
2431DSTP837,25,LD22-5556,WLtbl,2431D,2431DSTP,837,"POLYGON ((2 17, 3 17, 3 18, 2 18, 2 17))",,,,-9,1,56.1,19.8,36.1,,1,St. Peter,STP,,,,,800,,2357A-38,,,LD15-456 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,25
2431DSTP838,4,LD16-6787,WGy,2431D,2431DSTP,838,"POLYGON ((3 17, 4 17, 4 18, 3 18, 3 17))",,,,-9,1,57.4,19.7,34.9,,1,St. Peter,STP,,,,,800,,2331D-4,23 INC Demo,,LD07- 3419 x LD10-10226,SCN HR,4,48,RSSSB,SS,,Illini 3632NY,4
2431DSTP839,23,LD22-5347,MTgr,2431D,2431DSTP,839,"POLYGON ((4 17, 5 17, 5 18, 4 18, 4 17))",,,,-9,1.5,54.6,19.8,36,,1,St. Peter,STP,,,,,800,,2384A-9,,,LD18-12779 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,23
2431DSTP840,22,LD22-5102,PLtbl,2431D,2431DSTP,840,"POLYGON ((5 17, 6 17, 6 18, 5 18, 5 17))",,,,-9,2.5,64,20.5,34.7,,1,St. Peter,STP,,,,,800,,2357B-27,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,22
2431DSTP841,2,P34A50,PLtbr,2431D,2431DSTP,841,"POLYGON ((2 18, 3 18, 3 19, 2 19, 2 18))",,,,-9,2,53.4,18.5,35.5,,1,St. Peter,STP,,,,,800,,2331D-2,,,,,,,,,,,2
2431DSTP842,13,LD21-7350,PLtbl,2431D,2431DSTP,842,"POLYGON ((3 18, 4 18, 4 19, 3 19, 3 18))",,,,-9,1,42.7,19.8,35.2,,1,St. Peter,STP,,,,,800,,2331D-31,,,LD15-5776793 x LD14-3702,,,,SSSS,SS,24 PT 3,,13
2431DSTP843,8,LD20-12214,PLtbl,2431D,2431DSTP,843,"POLYGON ((4 18, 5 18, 5 19, 4 19, 4 18))",,,,-9,1.5,36,19,35.9,,2,St. Peter,STP,,,,,800,,2331D-11,23 INC Demo,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-3818,"HOLL, Rhg1 88788",9.296361596,,RSSSS,,"24 UT 3TM, MSMC",23PR INC,8
2431DSTP844,16,LD22-1569,WLtbr,2431D,2431DSTP,844,"POLYGON ((5 18, 6 18, 6 19, 5 19, 5 18))",,,,-9,3,62.4,19.9,36.1,,2,St. Peter,STP,,,,,800,,2356B-13,,,LD15-456 x LD15-1628,Rhg1 88788,,,RSSS,SS,,,16
2431DSTP845,37,LD23-20706-5,PLtbl,2431D,2431DSTP,845,"POLYGON ((2 19, 3 19, 3 20, 2 20, 2 19))",,,,-9,2,62.3,20.5,34.9,,2,St. Peter,STP,,,,,800,,2362-11,,,21FieldPop237-1  x  LDX21-244-1,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,24 PT 3TM,,37
2431DSTP846,36,LD22-3012203,PTbl,2431D,2431DSTP,846,"POLYGON ((3 19, 4 19, 4 20, 3 20, 3 19))",,,,-9,2,47.8,18.8,34.8,,2,St. Peter,STP,,,,,800,,23HOLL3B-15,,,LD19-12986T  x  LD15-3818,"HOLL, Rhg1 88788",,,RSSS,SS,,,36
2431DSTP847,42,LD23-21016-1,PLtbl,2431D,2431DSTP,847,"POLYGON ((4 19, 5 19, 5 20, 4 20, 4 19))",,,,-9,1,62.9,20.1,36,,2,St. Peter,STP,,,,,800,,2362-26,,,21FieldPop258-1  x  LDX21-242-2,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,42
2431DSTP848,9,LD21-1222,PMbl/ibl,2431D,2431DSTP,848,"POLYGON ((5 19, 6 19, 6 20, 5 20, 5 19))",,,,-9,2,62.6,20.3,32.7,,2,St. Peter,STP,,,,,800,,2331D-13,,,LD12-459 x LD14-1429,Rhg1 88788,,,RSSS,SS,24 PT 3,,9
2431DSTP849,30,LD22-6696,PGibl,2431D,2431DSTP,849,"POLYGON ((6 17, 7 17, 7 18, 6 18, 6 17))",,,,-9,1.5,64.7,20.5,35.4,,2,St. Peter,STP,,,,,800,,23GS08-37,,,LD18-14554 x LD18-12663,"HOLL, Rhg1 88788",,,RSSS,SS,,,30
2431DSTP850,10,LD21-3090,PLtbl,2431D,2431DSTP,850,"POLYGON ((7 17, 8 17, 8 18, 7 18, 7 17))",,,,-9,1,65.6,19.9,35.3,,2,St. Peter,STP,,,,,800,,2331D-19,,,LD15-3818 x LD16-7669,"low r1 res, rhg1+4 437654",,,RRSS,SS,24 SP 3,,10
2431DSTP851,31,LD22-6895,PGbf,2431D,2431DSTP,851,"POLYGON ((8 17, 9 17, 9 18, 8 18, 8 17))",,,,-9,1.5,62.7,20.6,34.2,,2,St. Peter,STP,,,,,800,,23GS06-15,,,LD18-12663 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,31
2431DSTP852,5,LD18-7628,WLtbr,2431D,2431DSTP,852,"POLYGON ((9 17, 10 17, 10 18, 9 18, 9 17))",,,,-9,3.5,53.6,21.1,34.3,,2,St. Peter,STP,,,,,800,,2331D-5,23 INC Demo,,LG11-6208 x LD11-2170,SCN,19,84.45405372,RSS,SSR,,Illini 3773N,5
2431DSTP853,7,LD20-11526,PLtLbl,2431D,2431DSTP,853,"POLYGON ((6 18, 7 18, 7 19, 6 19, 6 18))",,,,-9,3.5,70.6,20.9,34.5,,2,St. Peter,STP,,,,,800,,2331D-10,23 INC Demo,,LD12-3903 x LD11-2170,Rhg1 88788,10.25805418,,RSSSS,,"24 SU,UT 3",Illini 3571N,7
2431DSTP854,33,LD22-10193,PGbf,2431D,2431DSTP,854,"POLYGON ((7 18, 8 18, 8 19, 7 19, 7 18))",,,,-9,2,70.9,20.2,35.1,,2,St. Peter,STP,,,,,800,,23GS04-38,,,U14-910097 x LD15-3818,Rhg1a+Rhg4 437654,,,RR.S,SS,,,33
2431DSTP855,18,LD22-1840,PLtbl,2431D,2431DSTP,855,"POLYGON ((8 18, 9 18, 9 19, 8 19, 8 18))",,,,-9,1,54.8,21.3,34.7,,2,St. Peter,STP,,,,,800,,2356B-17,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,18
2431DSTP856,21,LD22-4260,PGibl,2431D,2431DSTP,856,"POLYGON ((9 18, 10 18, 10 19, 9 19, 9 18))",,,,-9,1.5,78.2,20.7,34.8,,2,St. Peter,STP,,,,,800,,2356A-43,,,U14-925152 x LD15-1628,Rhg1 88788,,,RSSS,SS,,,21
2431DSTP857,12,LD21-3598,PLtbl,2431D,2431DSTP,857,"POLYGON ((6 19, 7 19, 7 20, 6 20, 6 19))",,,,-9,1.5,64.6,19.7,34.3,,2,St. Peter,STP,,,,,800,,2331D-22,,,LD15-5776793 x LDX18-256-2-2,"HOLL, Rhg1 88788",,,RSSS,SS,24 MSMC,,12
2431DSTP858,25,LD22-5556,WLtbl,2431D,2431DSTP,858,"POLYGON ((7 19, 8 19, 8 20, 7 20, 7 19))",,,,-9,2.5,61.1,20.3,35.4,,2,St. Peter,STP,,,,,800,,2357A-38,,,LD15-456 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,25
2431DSTP859,20,LD22-2573,PLtbr,2431D,2431DSTP,859,"POLYGON ((8 19, 9 19, 9 20, 8 20, 8 19))",,,,-9,1.5,63.3,20.5,35,,2,St. Peter,STP,,,,,800,,2357A-14,,,LD15-1628 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,20
2431DSTP860,23,LD22-5347,MTgr,2431D,2431DSTP,860,"POLYGON ((9 19, 10 19, 10 20, 9 20, 9 19))",,,,-9,1.5,70.1,19.9,36,,2,St. Peter,STP,,,,,800,,2384A-9,,,LD18-12779 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,23
2431DSTP861,2,P34A50,PLtbr,2431D,2431DSTP,861,"POLYGON ((10 17, 11 17, 11 18, 10 18, 10 17))",,,,-9,1,65.7,20.3,34.8,,2,St. Peter,STP,,,,,800,,2331D-2,,,,,,,,,,,2
2431DSTP862,27,LD22-6113,PLtbl,2431D,2431DSTP,862,"POLYGON ((11 17, 12 17, 12 18, 11 18, 11 17))",,,,-9,2.5,54.1,20.4,34.7,,2,St. Peter,STP,,,,,800,,23GS09-6,,,LD15-3818 x LD15-5776793,Rhg1 88788,,,RSSS,SS,,,27
2431DSTP863,32,LD22-6920,PMbr/bf,2431D,2431DSTP,863,"POLYGON ((12 17, 13 17, 13 18, 12 18, 12 17))",,,,-9,2.5,51.8,20,35.9,,2,St. Peter,STP,,,,,800,,23GS06-30,,,LD18-12663 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,32
2431DSTP864,26,LD22-6015,PLtbl,2431D,2431DSTP,864,"POLYGON ((13 17, 14 17, 14 18, 13 18, 13 17))",,,,-9,2,61.1,21,34,,2,St. Peter,STP,,,,,800,,2356B-57,,,LD15-3818 x LD15-5776793,Rhg1 88788,,,RSSS,SS,,,26
2431DSTP865,24,LD22-5546,WLtbl,2431D,2431DSTP,865,"POLYGON ((10 18, 11 18, 11 19, 10 19, 10 18))",,,,-9,2,64.7,20.5,35.1,,2,St. Peter,STP,,,,,800,,2357A-37,,,LD15-456 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,24
2431DSTP866,15,LD21-9127,PLtbl,2431D,2431DSTP,866,"POLYGON ((11 18, 12 18, 12 19, 11 19, 11 18))",,,,-9,2.5,57.8,20.5,34.8,,2,St. Peter,STP,,,,,800,,2331D-34,,,LD16-10159(LD10-10198 x KB13-15F314-224) x K15-1310 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-3818,"HOLL, Rhg1 88788",,,RSSS,SS,24 MSMC,,15
2431DSTP867,41,LD23-21014-5,PLtbl,2431D,2431DSTP,867,"POLYGON ((12 18, 13 18, 13 19, 12 19, 12 18))",,,,-9,3,57.8,20.8,34.9,,2,St. Peter,STP,,,,,800,,2362-25,,,21FieldPop258-1  x  LDX21-242-2,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,41
2431DSTP868,14,LD21-7458,PLtbl,2431D,2431DSTP,868,"POLYGON ((13 18, 14 18, 14 19, 13 19, 13 18))",,,,-9,2.5,70,20.3,35,,2,St. Peter,STP,,,,,800,,2331D-32,,,LD15-3818 x LD16-7669,"low r1 res, rhg1+4 437654",,,RRSS,SS,24 SP 3,,14
2431DSTP869,34,LD22-10442,PTbl,2431D,2431DSTP,869,"POLYGON ((10 19, 11 19, 11 20, 10 20, 10 19))",,,,-9,2.5,68.4,20.5,35,,2,St. Peter,STP,,,,,800,,2357B-39,,,LD15-1628 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,34
2431DSTP870,4,LD16-6787,WGy,2431D,2431DSTP,870,"POLYGON ((11 19, 12 19, 12 20, 11 20, 11 19))",,,,-9,1.5,69.6,20.2,34.5,,2,St. Peter,STP,,,,,800,,2331D-4,23 INC Demo,,LD07- 3419 x LD10-10226,SCN HR,4,48,RSSSB,SS,,Illini 3632NY,4
2431DSTP871,1,LD11-2170,PLtbr,2431D,2431DSTP,871,"POLYGON ((12 19, 13 19, 13 20, 12 20, 12 19))",,,,-9,2.5,66.2,21.6,34.1,,2,St. Peter,STP,,,,,800,,2331D-1,23 INC,,Syngenta 03JR313108 x LD05-3171 ,SCN HR,27,80,,,"24 SU, UT III",Illini 3025N,1
